'2011-12-19',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-20',Infosys BPO to buy Australia's Portland Group for A$ 37m  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-21',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-22', 'Buying opportunity seen in HUL, says Sukhani  ', 'Buy Infosys  target Rs 3090: Prabhudas Lilladher ', 'Crompton Greaves may slip further, says Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-23', 'TCS, Infosys top picks in IT space, says Devang Mehta  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-24',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-25',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-26', 'Prefer Infosys over GVK Power, says Sukhani  ', 'Bharti Airtel may test Rs 355- 360, says Sukhani  ', 'Go long on Infosys, SBI: Sudarshan Sukhani  ', 'Buying opportunity seen in SBI, says Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-27', 'Super Six stocks you can bet on Dec 27  ', 'Infosys has resistance around Rs 2840, says Anu Jain  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-28',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-29', 'Pradhan bullish on TCS, Infosys  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-30', 'TCS, Infosys top picks in frontliners: Salil Sharma  ', 'Infosys, TCS, Wipro top IT picks for 2012: Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2011-12-31',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-01',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-02', 'IT space may outperform, says Mahadevan  ', 'HDFC Bank may slip further to Rs 410, says Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-03',CLSA upgrades Infosys to 'outperform'  , 'Avoid Kotak Mahindra Bank, says Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-04', 'Buy Infosys, sell BPCL: Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-05', 'IT sector results preview for Q3FY12: Angel  ', 'Go long in Infosys, says Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-06', 'RIL looks strong at current levels: Harchekar  ', 'Weak demand to offset rupee decline gains for IT cos in Q3  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-07', 'Infosys, HCL Tech strong bets in IT space, says Bodke  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-08',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-09', 'HCL Tech can go upto Rs 443: Anu Jain  ', 'Stay long in Infosys, says Ajay Srivastava  ', 'Limited upside in Infosys, says Baliga  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-10', 'TCS has resistance at Rs 1200-1230: Shruti Vora  ', 'Buy Infosys on declines: Phani Sekhar  ', 'Prefer BHEL, L&T,, says Sukhani  ', 'Technology sector results preview for Q3FY12: Motilal Oswal  ', 'Key things to watch out for in Infosys Q3 earnings  ', 'Infosys Dec qtr PAT seen up 18% at Rs 2248cr: PLilladher  ', 'IT sector results preview for Q3FY12: PLilladher  ',,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-11', '6 stock ideas to liven up your trade  ', 'Infosys Q3 net seen up 22% to Rs 2322 cr  ', 'Infosys Q3 results: What you can expect from the IT major  ', 'Keep Infosys in portfolio: Vishal Jajoo  ', 'Infosys Q3 PAT seen up 17.8% at Rs 2244.6 cr: MOswal  ', 'Infosys Q3 PAT seen up 15% at Rs 2197 cr: Angel  ', 'Deven Choksey`s view on Infosys  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-12', 'Bhavin Shah`s view on Infosys  ', 'Infosys may slip to Rs 2500, says Sukhani  ',"Bull's Eye: Short Infosys, ICICI Bank; buy Sun Pharma  ",Won't scale down FY13 EPS estimate for Infosys: Antique  , 'PN Vijay`s view on Infosys  ', 'Why did Infosys cut its FY12 dollar guidance?   ', 'Buy Infosys  target of Rs 3160: Prabhudas Lilladher ', 'Infosys cuts FY12 revenue guidance, stock tumbles  ', 'Accumulate Infosys  target of Rs 3050: PINC Research ', 'Buy Infosys  target of Rs 3250: Dolat Capital ', 'Buy Infosys  target of Rs 3360: Sushil Finance ', 'Infosys Q3 net up 25% at Rs 2372 cr, $ rev guidance weak  ',,,,,,,,,,,,,,,,,,,,,
'2012-01-13', 'Believe in margins more than topline, says Narayana Murthy  ', 'Prefer TCS over Infosys: Devang Mehta  ', 'Buy Infosys  target of Rs 3047: Angel Broking ', 'Hold Infosys  target of Rs 2781: KRChoksey ', 'Hold Infosys  target of Rs 2950: Unicon Investment ', 'Infosys may slip to Rs 2418-2420: Thukral  ', 'Avoid Infosys, says Sukhani  ', 'Accumulate Infosys  target of Rs 2975: PINC Research ', 'Accumulate Infosys  target of Rs 2850: Emkay ', 'Accumulate Infosys, says Rajesh Agarwal  ', 'Buy Infosys  target of Rs 3145: BP Equities ', 'IT sector: TCS could steal the show in FY13, says JPMorgan  ', 'Buy Infosys  target of Rs 3100: Karvy Stock Broking ', 'Buy Infosys  target of Rs 3225: Motilal Oswal ',,,,,,,,,,,,,,,,,,
'2012-01-14', 'Buy Infosys  target Rs 3080: Prabhudas Lilladher ', 'Hold Infosys  target Rs 2945: R K Global ', 'Buy Infosys  target Rs 3450: Arihant capital markets ', 'Buy Infosys  target Rs 3103: Maximus Securities ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-15',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-16', 'Buy Infosys  target of Rs 3125: Nirmal Bang ', 'Buy Grasim  target of Rs 2789: Firstcall Research ', 'Accumulate Infosys, hold HDFC: Emkay  ', 'TCS may touch Rs 1138-1139: LKP  ', 'Key things to watch out for in TCS Q3 earnings  ', 'Key things to watch out for in HCL Tech Q2 earnings  ', '16 stocks to watch: PINC Research  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-17', 'Expect TCS to post 4% volume growth: Prabhudas Lilladher  ', 'RIL can move to Rs 785-800: Amit Harchekar  ', 'Policy stability is what IT industry needs: Infosys  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-18', 'HCL Tech, TCS look good, says Bandyopadhyay  ', 'Infosys may slip to Rs 2500: Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-19', 'Short TCS around Rs 1100-1120: Atul Badkar  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-20',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-21',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-23',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-24', 'Buy Infosys  target Rs 3009: Firstcall Research ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-25', 'Infosys, TCS top picks in IT space, says Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-26',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-27', 'Buy Infosys, says Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-28',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-29',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-30',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-01-31', 'Buy Reliance Comm on every dip, says Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-01', 'Infosys may slip to Rs 2600: Kulkarni  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-02',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-03', 'Infosys swaps manufacturing and finance heads  ',"Infosys' manufacturing, finance heads exchange roles  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-04',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-06',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-07', 'DoJ probe into visa issue not a criminal inquiry: Infosys  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-08',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-09', 'Short Infosys closer to Rs 2800: Amit Gupta  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-10',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-11',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-12',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-13', 'Mohindar bullish on banking  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-14', '11-14% IT growth forecast for FY13 conservative say players  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-15', 'High-conviction stock ideas for Feb 2012: PINC Research  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-16',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-17', '6 stocks likely to see lot of action on Feb 17  ', 'Planning to buy on dips? ICICIdirect suggests 9 stocks  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-18',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-19',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-20',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-21',"Bull's Eye: Buy Titan, DLF, Magma Fin; short Essar Oil  ",Sukhani's view on Reliance Industries  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-23',"Bull's Eye: Short GMR Infra, Delta Corp; buy ITC, Infosys  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-24', 'SMEs will define next decade: Kamath  ', 'Buy TCS at current level, says Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-25',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-26',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-27',"Bull's Eye: Buy TCS, Infosys, Sterlite Ind; Short Sesa Goa  ", 'Infosys can test Rs 3150-3200: Aditya Agarwal  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-28',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-02-29',"Bull's Eye: Buy L&T;, Hexaware, Infosys; short BGR Energy  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-01',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-02', 'Super Six trading ideas for the day  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-03',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-04',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-06',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-07', 'Take long position in Infosys, Wipro: Sukhani  ', 'Budget Expectations: Infosys hopes for reforms  Genpact not so sure ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-08',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-09',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-10',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-11',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-12',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-13', 'Infosys in multi-year contract with GlaxoSmithKline  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-14',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-15', '6 stock ideas to liven up your trade  ', '13 stocks that can fetch you 10%-88% returns: PINC  ', 'Infosys to double product R&D, engineers to 1,000  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-16',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-17',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-18',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-19',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-20',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-21',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-23', 'As US election looms, Indian IT seeks image makeover  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-24',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-25',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-26',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-27', 'Buy Infosys 2900 call: Manoj Murlidharan  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-28', '6 stocks likely to see lot of action on Mar 28  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-29', 'Infosys, TCS drop on US visa reports  ', 'Selling pressure seen in Infosys, TCS: Agarwal  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-30', 'Buy Infosys 2750 Put around Rs 72: VK Sharma  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-03-31',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-01',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-02',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-03',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-04', 'Emkay expects a subdued quarter from IT sector  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-05', 'Infosys Q4 PAT seen down 4% at Rs 2277cr: KR Choksey  ',Infosys' Q4 PAT seen down 3% at Rs 2308cr: Emkay  ,Infosys' Q4 PAT seen down 4% at Rs 2279 cr: P Lilladher   , 'IT Q4 earnings growth to be a mixed bag: Angel  ',"Infosys' Q4 PAT seen down 2.6% at Rs 2310cr, QoQ: Angel  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-06',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-07',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-08',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-09', 'Buy Infosys 2850 Put, says VK Sharma  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-10', 'IT cos to report muted growth in Jan-Mar, FY13 outlook key  ', 'Short Infosys around Rs 2820: Aditya Agarwal  ', 'Comparative analysis of Infosys, Wipro  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-11', 'MOST expects IT revenue weakness in 4QFY12 to be more  ', 'UBS Securities neutral on Infosys, TCS  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-12', 'Infosys Vs TCS? Pick Wipro, says IIFL  ', 'Infosys Q4 net seen down 3.4% to Rs 2,290 cr  ', 'Expects IT sector guidance, outlook to be soft: P Lilladher  ', 'Infosys, TCS to feel the heat of competition, U.S. election  ',"Bull's Eye: Buy Mahindra Satyam, DCB, IVRCL, Subros  ",Infosys' Q4 PAT seen down 4% at 2277cr: MOST  , 'Key things to watch out for in Infosys Q4 earnings  ',,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-13',"Q4 Results 2012: Infosys delivers shocker, what's the real problem?  ",India's Infosys says Q1 margin seen down 2 pct q/q  ,Infosys has seen `ramp down' in various accounts: CEO  ,Q4 Results 2012: Shibulal defends muted guidance in 'new normal' environment  , 'Infosys FY13 guidance does not bode well for IT sector  ', 'Sell Infosys, says VK Sharma  ', 'Stay away from Infosys, TCS, says Sukhani  ',Infosys' Q4 revenues down 5% at Rs 8852cr  , 'Buy Infosys, target Rs 2,792: Angel Broking  ', 'Limited upside seen in Infosys, says Bhavin Shah  ', 'Buy Infosys, says Jagdish Malkani  ',Infy's FY13 EPS target at Rs 165-166: Nirmal Bang  , 'Infosys Q4 profit rises 27.4%, meets forecast  ',Infy scare won't see us revise 11-14% guidance yet: NASSCOM  , 'Expert views on Infosys quarterly numbers  ', 'Infosys sees FY13 revenue up 8-10%  ', 'Infosys results: Q4 Net up 27% YoY  shrs tank on poor FY13 $ guidance ',,,,,,,,,,,
'2012-04-14',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-15',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-16', 'Hold Infosys  target of Rs 2438: Nirmal Bang ', 'Buy Infosys  target of Rs 2870: Dolat Capital ', 'Accumulate Infosys  target of Rs 2875: PINC Research ', 'Accumulate Infosys  target of Rs 2800: Emkay ', 'Buy Infosys  target of Rs 2940: Prabhudas Lilladher ', 'Buy Infosys  target of Rs 2883: Motilal Oswal ', 'Hold Infosys  target of Rs 2474: KRChoksey ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-17',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-18', 'Buy Infosys  target of Rs 2945: R K Global ', 'Buy Infosys  target of Rs 2716: Firstcall Research ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-19', 'Infosys has target of Rs 2490: Aditya Agarwal  ', 'IT sector good bet for medium term, says Sanjay Sinha  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-20',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-21',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-23', 'Infosys a good investment bet, says Bhat  ', 'Infosys staff documents under US scrutiny  ', 'Infosys to remain range bound, says Baliga  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-24', 'Is TCS the new IT bellwether?  ', 'Sell Infosys on rally: Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-25', '6 stocks that should do well today  ',S&P  downgrade fails to dent SAP's India mood , 'Buy Infosys  target of Rs 2940: PLilladher ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-26',Infosys' valuation looks extremely attractive: Sabharwal  , 'Indian IT on see saw: TCS, HCL Tech lead in Q4  ', 'Infosys may slip below Rs 2000, says Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-27',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-28',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-29',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-04-30', 'Buy Infosys 2500 Call, says Hemant Thukral  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-01',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-02',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-03',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-04', 'Infosys may retest Rs 2300: Manghnani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-06',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-07',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-08', 'Infosys may slip to Rs 2200: Siddharth Bhamre  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-09', 'S Naren positive on IT space  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-10',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-11',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-12',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-13', 'Infosys top management salary bill crosses $10m  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-14',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-15',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-16',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-17',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-18',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-19',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-20',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-21',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-23',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-24',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-25',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-26',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-27',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-28',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-29',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-30',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-05-31',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-01',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-02',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-03',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-04',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-05',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-06',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-07',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-08',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-09',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-10',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-11',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-12',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-13',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-14',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-15',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-16',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-17',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-18',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-19', 'Buy Axis Bank, SBI, Infosys: Sukhani  ', 'Advance tax collection in Q1 up 5% at Rs 33089cr  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-20', 'Buy Infosys  target of Rs 2940: PLilladher ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-21',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-22', 'Infosys, TCS top picks in IT space: Sukhani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-23',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-24',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-25',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-26',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-27',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-28',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-29',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-06-30',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-07-01',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-07-02',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-07-03',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-07-04', 'Slow ramp ups, macro worries to weigh on IT cos Q1 earnings  ', 'US govt chooses onshore over offshore in 2 big new projects  ', 'Lakshmikant Reddy`s view on IT space  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-07-05', 'Prakash Diwan`s view on Infosys  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-07-06', 'Short Tata Motors with targets below Rs 200: Kedia  ', 'Buy Infosys around Rs 2300, says Malkani  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-07-07', 'Angel expects healthy quarter for IT, modest volume growth  ', 'Emkay expects subdued quarter from Tier I IT companies  ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'2012-07-08',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
