"date","weighted","close","high","low","open","volume"
"2014-03-20","565.99","565.99","598.41","560.35","594.96","2471474.64"
"2014-03-21","549.6","549.6","587.42","540.22","565.99","2173864.98"
"2014-03-22","564.34","564.34","569.96","537.16","549.6","2078360.18"
"2014-03-23","551.16","551.16","564.32","538.63","564.34","2286135.32"
"2014-03-24","567.56","567.56","572.52","531.27","551.16","2024402.74"
"2014-03-25","562.89","562.89","569.66","550.43","567.56","2172190.32"
"2014-03-26","562.45","562.45","575.42","546.26","562.89","2087611.57"
"2014-03-27","460.45","460.45","567.75","460.45","562.45","2010894.71"
"2014-03-28","482.61","482.61","514.95","453.75","460.45","2022261.85"
"2014-03-29","477.11","477.11","494.28","473.78","482.61","2087784.21"
"2014-03-30","446.92","446.92","479.04","424.03","477.11","1769770.42"
"2014-03-31","444.66","444.66","473.43","422.49","446.92","1850592.76"
"2014-04-01","463.45","463.45","487.35","438.03","444.66","1845836.41"
"2014-04-02","424.37","424.37","480.27","409.25","463.45","2004152.9"
"2014-04-03","436.31","436.31","448.74","386.67","424.37","1708540.89"
"2014-04-04","444.36","444.36","456.46","415.51","436.31","1127311.11"
"2014-04-05","456.63","456.63","461.17","439.37","444.36","529964.03"
"2014-04-06","455.69","455.69","472.38","446.3","456.63","1644846.68"
"2014-04-07","462.38","462.38","485.06","447.98","455.69","1847982.3"
"2014-04-08","466.56","466.56","480.69","457.57","462.38","1839605.16"
"2014-04-09","457.34","457.34","479.66","451.07","466.56","1809262.89"
"2014-04-10","384.63","384.63","463.45","384.63","457.34","1547153.29"
"2014-04-11","435.14","435.14","450.4","355.71","384.63","2175242.95"
"2014-04-12","437.65","437.65","469.83","428.02","435.14","2293511.2"
"2014-04-13","427.6","427.6","454.15","409.85","437.65","2143146.77"
"2014-04-14","478.38","478.38","497.83","420.08","427.6","3546258.23"
"2014-04-15","526.43","526.43","526.63","466.43","478.38","3945871.12"
"2014-04-16","536.95","536.95","549.05","496.08","526.43","4192651.96"
"2014-04-17","502","502","537.03","486.89","536.95","4097576.42"
"2014-04-18","485.52","485.52","512.15","472","502","4112826.37"
"2014-04-19","506.02","506.02","516.89","473.16","485.52","4154929.41"
"2014-04-20","498.51","498.51","522.22","488.69","506.02","3879198.08"
"2014-04-21","495.16","495.16","524.67","490.66","498.51","3688692.95"
"2014-04-22","487.91","487.91","520.51","483.39","495.16","2824567.04"
"2014-04-23","487.3","487.3","509.96","482.25","487.91","2340457.5"
"2014-04-24","500.29","500.29","507.33","477.22","487.3","2075376.08"
"2014-04-25","464.49","464.49","502.49","438.33","500.29","3000226.26"
"2014-04-26","457.87","457.87","468.68","448.57","464.49","3157540.11"
"2014-04-27","443.18","443.18","461.4","437.39","457.87","3154922.76"
"2014-04-28","441.92","441.92","451.12","420.78","443.18","2004954.25"
"2014-04-29","446.12","446.12","453.78","430.71","441.92","1670352"
"2014-04-30","445.63","445.63","452.64","430.89","446.12","1831533.23"
"2014-05-01","460.13","460.13","464.49","444.51","445.63","1915772.6"
"2014-05-02","453.67","453.67","463.38","442","460.13","1532239.38"
"2014-05-03","438.65","438.65","454.2","429.09","453.67","1143291.68"
"2014-05-04","436.05","436.05","446.61","428.79","438.65","1470650.15"
"2014-05-05","430.87","430.87","443.86","426.37","436.05","1328247.91"
"2014-05-06","432.19","432.19","434.95","420.23","430.87","1809731.58"
"2014-05-07","446.55","446.55","458.78","423.55","432.19","2209759.82"
"2014-05-08","441.11","441.11","455.5","439.5","446.55","1134338.74"
"2014-05-09","445.45","445.45","455.78","438.5","441.11","1013830.03"
"2014-05-10","451.9","451.9","459.46","441.43","445.45","210112.72"
"2014-05-11","433.23","433.23","455.4","429.02","451.9","845213.87"
"2014-05-12","438.21","438.21","441.07","430.19","433.23","610287.27"
"2014-05-13","433.92","433.92","442.27","432.74","438.21","1164049.43"
"2014-05-14","442.63","442.63","444.28","433.88","433.92","978031.93"
"2014-05-15","448.1","448.1","450.03","441.47","442.63","989003.27"
"2014-05-16","453.63","453.63","455.15","441.86","448.1","799913.51"
"2014-05-17","452.79","452.79","455.94","452.23","453.63","776390.65"
"2014-05-18","450.14","450.14","454","449.04","452.79","653912.75"
"2014-05-19","443.9","443.9","451.69","441.2","450.14","602742.49"
"2014-05-20","484.57","484.57","486.23","437.25","443.9","883359.54"
"2014-05-21","488.84","488.84","495.21","481.73","484.57","689104.32"
"2014-05-22","515.36","515.36","519.25","485.55","488.84","1589075.16"
"2014-05-23","518.09","518.09","540.88","515.18","515.36","1457339.18"
"2014-05-24","520.46","520.46","526.65","510.42","518.09","1492790.86"
"2014-05-25","570.44","570.44","575.19","520.53","520.46","1037758.33"
"2014-05-26","582.01","582.01","586.41","564.65","570.44","1712997.86"
"2014-05-27","570.1","570.1","586.22","555.28","582.01","1947436.25"
"2014-05-28","570.84","570.84","581.81","562.56","570.1","2054559.38"
"2014-05-29","564.42","564.42","573.83","557.7","570.84","2121556.72"
"2014-05-30","612.35","612.35","613.26","564.02","564.42","3688564.78"
"2014-05-31","627.91","627.91","629.04","604.73","612.35","2738340.83"
"2014-06-01","649.79","649.79","674.98","621.95","627.91","2322782.86"
"2014-06-02","655.49","655.49","662.63","625.46","649.79","2650871.52"
"2014-06-03","669.43","669.43","676.47","631.42","655.49","2883100.21"
"2014-06-04","638.93","638.93","669.78","602.1","669.43","3601867.65"
"2014-06-05","660.18","660.18","665.39","635.59","638.93","1825395.47"
"2014-06-06","650.41","650.41","663.84","647.12","660.18","3978265.23"
"2014-06-07","651.67","651.67","659.77","641.02","650.41","1298892.32"
"2014-06-08","651.05","651.05","658.88","648.67","651.67","2167689.11"
"2014-06-09","644.35","644.35","652.12","639.08","651.05","2126014.84"
"2014-06-10","655.62","655.62","661.44","641.68","644.35","2340867.13"
"2014-06-11","642.95","642.95","663.04","642.28","655.62","2491455"
"2014-06-12","597.13","597.13","643.8","591.12","642.95","2928622.01"
"2014-06-13","610.35","610.35","619.14","594.87","597.13","4612164.04"
"2014-06-14","583.42","583.42","613.77","563.68","610.35","2985483.68"
"2014-06-15","582.29","582.29","587.83","560.85","583.42","2272289.86"
"2014-06-16","599.08","599.08","606.14","580.45","582.29","2403694.57"
"2014-06-17","605.09","605.09","608.43","594.86","599.08","1820590.33"
"2014-06-18","606.21","606.21","614.4","603.61","605.09","2037434.53"
"2014-06-19","600.17","600.17","612.58","598.67","606.21","3433287.5"
"2014-06-20","590.75","590.75","602.05","587.1","600.17","1312852.79"
"2014-06-21","597.04","597.04","599.21","584.82","590.75","1373722.22"
"2014-06-22","603.62","603.62","610.08","591.99","597.04","1240859.44"
"2014-06-23","591.17","591.17","604.65","582.86","603.62","1594834.62"
"2014-06-24","588.77","588.77","595.65","585.41","591.17","1840620.26"
"2014-06-25","568.45","568.45","589.56","566.88","588.77","1797681.03"
"2014-06-26","582.7","582.7","582.71","565.85","568.45","2401035.72"
"2014-06-27","602.23","602.23","603.94","580.14","582.7","2015064.28"
"2014-06-28","597.56","597.56","608.76","593.97","602.23","1778752.3"
"2014-06-29","601.06","601.06","604.28","593.19","597.56","1736172.85"
"2014-06-30","635.14","635.14","637.28","596.55","601.06","2394861.38"
"2014-07-01","643.19","643.19","652.54","634.09","635.14","2675353.96"
"2014-07-02","645.72","645.72","652.1","604.58","643.19","3099761.96"
"2014-07-03","638.03","638.03","646.4","633.58","645.72","2580980.48"
"2014-07-04","623.96","623.96","642.22","623.04","638.03","2291612.17"
"2014-07-05","622.96","622.96","627.8","619.69","623.96","2034965.63"
"2014-07-06","626.65","626.65","629.44","622.65","622.96","1698242.23"
"2014-07-07","613.6","613.6","627.93","607.32","626.65","1590944.74"
"2014-07-08","615.32","615.32","619.65","609.35","613.6","2004899.12"
"2014-07-09","623","623","623.82","610.53","615.32","1920482.89"
"2014-07-10","618.39","618.39","624.95","611.66","623","2253171.2"
"2014-07-11","632.9","632.9","633.62","616.11","618.39","1969199.34"
"2014-07-12","635.9","635.9","638.59","625.9","632.9","2179286.05"
"2014-07-13","628.03","628.03","638.64","627.54","635.9","1082830.37"
"2014-07-14","618.32","618.32","628.99","616.06","628.03","1601572.72"
"2014-07-15","619.6","619.6","624.42","617.3","618.32","2310446.24"
"2014-07-16","614.8","614.8","622.36","614.15","619.6","1873008.17"
"2014-07-17","626.58","626.58","632.55","610.01","614.8","1833775.87"
"2014-07-18","627.47","627.47","630.15","617.92","626.58","2109225.77"
"2014-07-19","627.04","627.04","634.14","625.14","627.47","2505181.18"
"2014-07-20","620.98","620.98","627.93","619.96","627.04","1442853.55"
"2014-07-21","625.13","625.13","625.93","615.02","620.98","1596614.67"
"2014-07-22","622.53","622.53","628.81","620","625.13","2068876.01"
"2014-07-23","621.69","621.69","624.99","621","622.53","1372935.87"
"2014-07-24","601.87","601.87","621.96","599.38","621.69","2896094.23"
"2014-07-25","600.5","600.5","609.06","597.4","601.87","3592179.37"
"2014-07-26","596","596","602.98","593.25","600.5","2095634.61"
"2014-07-27","595.03","595.03","601.49","593.69","596","2118021.68"
"2014-07-28","587.93","587.93","597.49","578.14","595.03","1391966.02"
"2014-07-29","585.77","585.77","591.28","579.53","587.93","3962906.1"
"2014-07-30","564.64","564.64","586.13","564.18","585.77","2397473.33"
"2014-07-31","589.52","589.52","593.73","564.01","564.64","2057947.94"
"2014-08-01","598.78","598.78","603.99","586.43","589.52","5356663.39"
"2014-08-02","591.72","591.72","598.91","587.42","598.78","1278807.32"
"2014-08-03","588.94","588.94","592.06","580.62","591.72","752201.76"
"2014-08-04","592.77","592.77","595.09","586.49","588.94","2047890.49"
"2014-08-05","588.76","588.76","594.25","585.44","592.77","2429310.9"
"2014-08-06","589.77","589.77","593.79","587.2","588.76","1785940.76"
"2014-08-07","592.8","592.8","595.08","587.92","589.77","1485017.95"
"2014-08-08","595.85","595.85","608.2","592.08","592.8","1873039.39"
"2014-08-09","589.52","589.52","595.56","587.41","595.85","843722.69"
"2014-08-10","592.06","592.06","596.64","588.06","589.52","796584.42"
"2014-08-11","575.89","575.89","593.62","571.72","592.06","1512262.72"
"2014-08-12","567.66","567.66","578.29","561.98","575.89","1894843.87"
"2014-08-13","542.1","542.1","573.51","523.15","567.66","2659458.34"
"2014-08-14","504.8","504.8","544.94","495.94","542.1","5608470.79"
"2014-08-15","496.45","496.45","515.24","483.21","504.8","2407799.63"
"2014-08-16","522.01","522.01","524.25","483.24","496.45","1956441.61"
"2014-08-17","485.5","485.5","524.71","478.22","522.01","1584568.58"
"2014-08-18","462.18","462.18","493.26","449.95","485.5","2991012.04"
