"date","weighted","close","high","low","open","volume"
"2013-02-01","20.5","20.5","21.13","20.3","20.41","1034619.16"
"2013-02-02","19.63","19.63","20.5","18","20.5","1567325.27"
"2013-02-03","20.59","20.59","20.9","19.42","19.63","693849.61"
"2013-02-04","20.43","20.43","21.05","19.86","20.59","1066570.21"
"2013-02-05","20.6","20.6","20.79","20.2","20.43","600949.67"
"2013-02-06","21.18","21.18","21.33","20.6","20.6","1096396.16"
"2013-02-07","22.15","22.15","22.22","20.77","21.18","1388465.81"
"2013-02-08","22.66","22.66","22.77","22","22.15","1090678.48"
"2013-02-09","23.65","23.65","23.99","22.58","22.66","886034.01"
"2013-02-10","23.97","23.97","24.11","22.67","23.65","1321513.68"
"2013-02-11","24.65","24.65","24.68","23.65","23.97","712458.7"
"2013-02-12","25.17","25.17","25.83","24.3","24.65","1862561.32"
"2013-02-13","24.2","24.2","26.3","24.19","25.17","2296830.8"
"2013-02-14","27.22","27.22","27.6","21.72","24.2","3710262.51"
"2013-02-15","27.1","27.1","27.51","26.1","27.22","1396017.97"
"2013-02-16","27.22","27.22","27.5","26.81","27.1","511421.92"
"2013-02-17","26.81","26.81","27.4","25","27.22","2033614.64"
"2013-02-18","26.95","26.95","27.15","26.36","26.81","795866.42"
"2013-02-19","29.42","29.42","29.65","26.8","26.95","2810076.61"
"2013-02-20","29.65","29.65","29.87","28.99","29.42","1096641.18"
"2013-02-21","29.75","29.75","29.98","29.31","29.65","1030860.6"
"2013-02-22","30.25","30.25","31.3","29.67","29.75","2039411.78"
"2013-02-23","29.8","29.8","30.69","28","30.25","2099763.39"
"2013-02-24","29.89","29.89","30.4","29.2","29.8","722940.53"
"2013-02-25","30.4","30.4","30.4","29.55","29.89","805270.53"
"2013-02-26","31.1","31.1","31.7","30.12","30.4","1329295.41"
"2013-02-27","30.9","30.9","31.65","30.79","31.1","951289.24"
"2013-02-28","33.38","33.38","34.52","30.9","30.9","4136416.34"
"2013-03-01","34.5","34.5","34.9","32.92","33.38","1362290.79"
"2013-03-02","34.25","34.25","34.81","33.15","34.5","1241775.93"
"2013-03-03","34.5","34.5","34.5","33.8","34.25","427480.57"
"2013-03-04","36.15","36.15","36.7","34.19","34.5","1659027.49"
"2013-03-05","40.33","40.33","40.65","36.15","36.15","3361374.96"
"2013-03-06","41.02","41.02","49.1","40.14","40.33","5712472.93"
"2013-03-07","42","42","45.5","33.3","41.02","6439707.76"
"2013-03-08","44.18","44.18","44.5","41.02","42","2032649.25"
"2013-03-09","46.85","46.85","46.99","43.41","44.18","2020839.64"
"2013-03-10","46","46","47.95","45.47","46.85","1703124.85"
"2013-03-11","48.4","48.4","48.47","45.54","46","1970814.35"
"2013-03-12","44.29","44.29","48.4","36.65","48.4","8014901.58"
"2013-03-13","46.92","46.92","47.3","43.75","44.29","2298258.15"
"2013-03-14","47.17","47.17","47.99","46.05","46.92","1752628.5"
"2013-03-15","46.95","46.95","47.45","46.4","47.17","954285.65"
"2013-03-16","47","47","47.36","46.27","46.95","764861.89"
"2013-03-17","47.4","47.4","47.74","46.8","47","660618"
"2013-03-18","51.6","51.6","52.88","47.12","47.4","3199314.24"
"2013-03-19","59.14","59.14","62","50","51.6","6187650.4"
"2013-03-20","64.49","64.49","66","57.7","59.14","5776620.57"
"2013-03-21","70.85","70.85","74.9","63.1","64.49","6514880.18"
"2013-03-22","69.87","69.87","73.75","65","70.85","5171296.14"
"2013-03-23","64.35","64.35","70.5","52.35","69.87","9429382.99"
"2013-03-24","71.5","71.5","72.5","62.7","64.35","2896432.3"
"2013-03-25","73.6","73.6","78","69.52","71.5","5921197.54"
"2013-03-26","78.5","78.5","79.72","73.11","73.6","4377374.22"
"2013-03-27","88.92","88.92","89.5","78.4","78.5","6129700.26"
"2013-03-28","86.18","86.18","95.7","75","88.92","12261153.08"
"2013-03-29","90.5","90.5","93.06","83.01","86.18","7384104.11"
"2013-03-30","92.19","92.19","94.98","87","90.5","3420002.53"
"2013-03-31","93.03","93.03","93.8","91","92.19","1959050.82"
"2013-04-01","104","104","106","92.24","93.03","9060022.27"
"2013-04-02","117.98","117.98","118.36","99","104","8747147.45"
"2013-04-03","135","135","147","110","117.98","19533010.63"
"2013-04-04","132.12","132.12","142.12","116.39","135","11624021.55"
"2013-04-05","142.32","142.32","144.94","130.24","132.12","9549088.76"
"2013-04-06","142.63","142.63","143.9","139.54","142.32","2599937.17"
"2013-04-07","162.3","162.3","164.9","142.63","142.63","9402722.44"
"2013-04-08","187.5","187.5","194.9","162.6","162.3","20732894.67"
"2013-04-09","230","230","240.11","186.5","187.5","22723191.96"
"2013-04-10","165","165","266","105","230","35118119.94"
"2013-04-11","124.9","124.9","188.7","110.2","165","18867223.23"
"2013-04-12","117","117","140","54.25","124.9","47619189.45"
"2013-04-13","93","93","130","85.5","117","26277415.26"
"2013-04-14","90","90","110","84.44","93","16197017.56"
"2013-04-15","82.39","82.39","102","71.51","90","20607774.11"
"2013-04-16","68.36","68.36","84.5","50.01","82.39","37401572.39"
"2013-04-17","93.07","93.07","98.78","63.3","68.36","27937764.27"
"2013-04-18","109.01","109.01","113","86","93.07","16845410.83"
"2013-04-19","118.48","118.48","136.43","105.54","109.01","30713924.42"
"2013-04-20","126.62","126.62","132","115","118.48","9222871.37"
"2013-04-21","119.2","119.2","130.5","110","126.62","12044404.11"
"2013-04-22","127.4","127.4","127.4","118.5","119.2","7289977.32"
"2013-04-23","143.48","143.48","144.02","124.97","127.4","15637961.69"
"2013-04-24","154.2","154.2","166.43","140.97","143.48","34351545.24"
"2013-04-25","141.71","141.71","162","120.09","154.2","26847891.93"
"2013-04-26","136.9","136.9","144.99","121.45","141.71","17061324.92"
"2013-04-27","128","128","139.88","122.71","136.9","7855443.65"
"2013-04-28","134.44","134.44","136.68","127.5","128","3665399.85"
"2013-04-29","144","144","149.08","133","134.44","9987126.11"
"2013-04-30","139.23","139.23","146.93","134","144","9124397.28"
"2013-05-01","116.38","116.38","140.06","104","139.23","21790982.26"
"2013-05-02","106.25","106.25","126.9","91.11","116.38","24937319.55"
"2013-05-03","98.1","98.1","109","79","106.25","22502892.23"
"2013-05-04","112.9","112.9","116.3","92","98.1","14147864.14"
"2013-05-05","115.98","115.98","118.85","107","112.9","9557650.72"
"2013-05-06","112.25","112.25","124.9","106.01","115.98","17607427.79"
"2013-05-07","109.6","109.6","114","97.52","112.25","14904474.35"
"2013-05-08","113.2","113.2","116.78","109.5","109.6","6996024.29"
"2013-05-09","112.8","112.8","113.72","108.8","113.2","3010117.06"
"2013-05-10","117.7","117.7","122.5","111.54","112.8","9145408.54"
"2013-05-11","115.64","115.64","118.74","113","117.7","3240171.69"
"2013-05-12","114.82","114.82","117.47","112.4","115.64","2361969"
"2013-05-13","117.98","117.98","118.88","114.5","114.82","3063381.8"
"2013-05-14","111.4","111.4","119.8","109.42","117.98","10082102.7"
"2013-05-15","114.22","114.22","116.44","103.02","111.4","13006447.75"
"2013-05-16","118.21","118.21","118.97","112.1","114.22","5222066.01"
"2013-05-17","123.5","123.5","125.56","116.57","118.21","9608029.6"
"2013-05-18","123.21","123.21","125.31","122.25","123.5","2804847.39"
"2013-05-19","122.5","122.5","124.5","119.5","123.21","2507881.36"
"2013-05-20","122.02","122.02","123.69","120.1","122.5","2118341.03"
"2013-05-21","122.89","122.89","123.08","121.1","122.02","1637410.81"
"2013-05-22","123.8","123.8","124.5","122","122.89","2252949.61"
"2013-05-23","126.3","126.3","126.93","123","123.8","2772751.89"
"2013-05-24","133.1","133.1","133.98","125.36","126.3","6333389.8"
"2013-05-25","131.99","131.99","133.5","128.2","133.1","2203681.1"
"2013-05-26","133.5","133.5","136","130.61","131.99","3130389.06"
"2013-05-27","129.77","129.77","135.47","124","133.5","6056707"
"2013-05-28","129","129","130.63","125.4","129.77","2918762.17"
"2013-05-29","132.25","132.25","132.72","127.6","129","2509796.39"
"2013-05-30","128.8","128.8","132.4","126.5","132.25","3195601.21"
"2013-05-31","128.82","128.82","130","126.33","128.8","2124938.29"
"2013-06-01","129.3","129.3","129.79","127.1","128.82","816323.15"
"2013-06-02","122.5","122.5","130.1","115","129.3","12335011.09"
"2013-06-03","120.74","120.74","122.78","115.11","122.5","3439235.99"
"2013-06-04","121.4","121.4","123.99","118.79","120.74","2657125.26"
"2013-06-05","121.9","121.9","123.5","119.5","121.4","2021380.33"
"2013-06-06","118.97","118.97","123.3","117","121.9","2646311.9"
"2013-06-07","111","111","119.13","106.15","118.97","7372031.58"
"2013-06-08","107.89","107.89","113.19","107","111","1874098.59"
"2013-06-09","100.44","100.44","108.99","88","107.89","14647793.51"
"2013-06-10","106.35","106.35","110.63","95","100.44","6786321.13"
"2013-06-11","109","109","109.6","103.23","106.35","1727992.79"
"2013-06-12","108.78","108.78","112.25","106","109","1934487.77"
"2013-06-13","103.95","103.95","110.3","100.3","108.78","3204375.98"
"2013-06-14","100","100","104.7","97.1","103.95","3629511.97"
"2013-06-15","99.8","99.8","103.7","97.5","100","2264105.8"
"2013-06-16","99.9","99.9","101.75","98.9","99.8","865174.26"
"2013-06-17","101.95","101.95","102.4","98.9","99.9","1534858.36"
"2013-06-18","107.35","107.35","113.3","101.03","101.95","6510457.59"
"2013-06-19","108.25","108.25","110.99","104.66","107.35","1895919.66"
"2013-06-20","111.29","111.29","114.48","107.12","108.25","4795256"
"2013-06-21","109.5","109.5","115.01","107.56","111.29","4241011.23"
"2013-06-22","108.2","108.2","109.96","107.51","109.5","791157.38"
"2013-06-23","107.9","107.9","109","106.2","108.2","1188748.75"
"2013-06-24","102.09","102.09","108.33","100.76","107.9","2986235.69"
"2013-06-25","103.33","103.33","109.98","100","102.09","9760027.88"
"2013-06-26","104","104","105.49","101.83","103.33","1378467.48"
"2013-06-27","101.74","101.74","104","100.06","104","1505488.31"
"2013-06-28","94.66","94.66","101.79","92.25","101.74","4625623.21"
"2013-06-29","95","95","100.44","93","94.66","2469705.23"
"2013-06-30","97.51","97.51","98.12","93.85","95","831721"
"2013-07-01","88.05","88.05","98.18","86.01","97.51","4854051.15"
"2013-07-02","90.41","90.41","92.57","87.51","88.05","2501192.46"
"2013-07-03","78.89","78.89","91.2","76","90.41","6126930.46"
"2013-07-04","80.04","80.04","84.27","72","78.89","4976159.48"
"2013-07-05","68.5","68.5","80.6","65.42","80.04","6478104.22"
"2013-07-06","69.66","69.66","75","66.81","68.5","2885730.42"
"2013-07-07","76.5","76.5","77","66.6","69.66","3040545.31"
"2013-07-08","76","76","80","72.46","76.5","4542089.51"
"2013-07-09","76.7","76.7","78.3","72.51","76","2462927.54"
"2013-07-10","88","88","89.84","75.53","76.7","4950378.77"
"2013-07-11","88.98","88.98","90.7","85","88","3115116.32"
"2013-07-12","93.99","93.99","104.17","88","88.98","9793701.36"
"2013-07-13","98.32","98.32","98.32","87.76","93.99","3206472.43"
"2013-07-14","94.42","94.42","99","92.86","98.32","1183919.46"
"2013-07-15","98.89","98.89","101.94","93.11","94.42","3407701.6"
"2013-07-16","97.1","97.1","100.73","96","98.89","1626929.42"
"2013-07-17","98.5","98.5","100","96.18","97.1","1702482.31"
"2013-07-18","90.07","90.07","98.8","86.2","98.5","5415947.78"
"2013-07-19","92","92","95.2","87.6","90.07","2547076.46"
"2013-07-20","89.82","89.82","93.1","89.27","92","865043.98"
"2013-07-21","92","92","92","88","89.82","785274.73"
"2013-07-22","91.6","91.6","92","89.8","92","839143.47"
"2013-07-23","95.56","95.56","97.13","91.6","91.6","2333940.6"
"2013-07-24","95.09","95.09","95.99","92.3","95.56","1382398.98"
"2013-07-25","96.95","96.95","97.48","93.57","95.09","2171816.31"
"2013-07-26","96.02","96.02","97.48","96","96.95","1079418.72"
"2013-07-27","94.4","94.4","97","93","96.02","1430771.56"
"2013-07-28","98.78","98.78","100.58","94","94.4","4160191.75"
"2013-07-29","101.48","101.48","102.85","98.45","98.78","2499727.28"
"2013-07-30","107.96","107.96","107.99","100.47","101.48","2893318.45"
"2013-07-31","106.21","106.21","111.65","103.55","107.96","4916334.31"
"2013-08-01","104","104","108","103","106.21","1580804.09"
"2013-08-02","104.5","104.5","108","101.21","104","2893759.53"
"2013-08-03","104.95","104.95","105.89","102","104.5","923169.73"
"2013-08-04","105.12","105.12","106","103.5","104.95","670427.87"
"2013-08-05","106.72","106.72","107.77","105","105.12","1647464.84"
"2013-08-06","106.56","106.56","107.5","105.11","106.72","1424757.18"
"2013-08-07","105.99","105.99","106.96","105.22","106.56","819975.71"
"2013-08-08","103.05","103.05","106.65","100.96","105.99","2481342.52"
"2013-08-09","102.8","102.8","105.79","101.94","103.05","1238426.09"
"2013-08-10","103","103","103.9","102.38","102.8","411941.84"
"2013-08-11","105","105","105.19","102.7","103","853962.41"
"2013-08-12","106.81","106.81","108.12","103.5","105","2131117.5"
"2013-08-13","109.6","109.6","109.64","104.5","106.81","2014623.79"
"2013-08-14","112.56","112.56","115","108","109.6","5689765.67"
"2013-08-15","109.99","109.99","113.32","108.78","112.56","1759713.2"
"2013-08-16","108.99","108.99","112.3","108.21","109.99","1484874.96"
"2013-08-17","112.75","112.75","114","108.23","108.99","1430522.61"
"2013-08-18","113.38","113.38","114.69","112","112.75","1093513.42"
"2013-08-19","118.5","118.5","123.75","111.77","113.38","6273089.32"
"2013-08-20","121.2","121.2","123.01","116.82","118.5","2926824.42"
"2013-08-21","123.3","123.3","125","119.68","121.2","3760529.85"
"2013-08-22","122","122","124.49","120.54","123.3","1695452.38"
"2013-08-23","118.51","118.51","122","118.44","122","2324780.73"
"2013-08-24","119.6","119.6","121.39","118.02","118.51","1068849.31"
"2013-08-25","122.11","122.11","122.99","119.14","119.6","904128.28"
"2013-08-26","120.07","120.07","122.97","119.92","122.11","1386290.18"
"2013-08-27","131.29","131.29","133","120","120.07","6882690.55"
"2013-08-28","128.76","128.76","131.72","128.02","131.29","1627390.74"
"2013-08-29","129.3","129.3","131.2","128.18","128.76","1059179.58"
"2013-08-30","138.03","138.03","142.76","128.56","129.3","6269713.01"
"2013-08-31","141","141","148.7","135.89","138.03","4452962.63"
"2013-09-01","146.01","146.01","147.29","141","141","2035993"
"2013-09-02","144","144","148.5","142.11","146.01","1546327.08"
"2013-09-03","144","144","148.91","142.2","144","2461257.61"
"2013-09-04","132.51","132.51","145.8","130.09","144","3945752.94"
"2013-09-05","130.2","130.2","137.97","127.24","132.51","3561373.61"
"2013-09-06","121.9","121.9","134","121.9","130.2","2435581.88"
"2013-09-07","128.99","128.99","131.02","121.25","121.9","1796862.13"
"2013-09-08","126.32","126.32","129.87","124.06","128.99","926689.49"
"2013-09-09","133.1","133.1","137.48","124","126.32","3908439.46"
"2013-09-10","132.62","132.62","136.02","131.38","133.1","1184452.37"
"2013-09-11","142.1","142.1","145.9","127.5","132.62","5706218.53"
"2013-09-12","139.35","139.35","145.52","137.51","142.1","2886300.08"
"2013-09-13","140.66","140.66","145.6","137.82","139.35","2869985.9"
"2013-09-14","136.71","136.71","142","136.5","140.66","1237692.09"
"2013-09-15","138.3","138.3","141","135.04","136.71","886151.41"
"2013-09-16","139.42","139.42","142.23","137.9","138.3","1480693.41"
"2013-09-17","139.15","139.15","141.37","138","139.42","1344189.07"
"2013-09-18","140.41","140.41","142","139.01","139.15","1328386.12"
"2013-09-19","135.05","135.05","141.2","131.14","140.41","2862334.4"
"2013-09-20","133.81","133.81","137.28","131","135.05","1484557.03"
"2013-09-21","134.38","134.38","135.99","132","133.81","682674.89"
"2013-09-22","134","134","135","131","134.38","782376.39"
"2013-09-23","133.4","133.4","135","132","134","799461.35"
"2013-09-24","134.78","134.78","136.59","132.5","133.4","1148734.45"
"2013-09-25","135","135","138","134.7","134.78","1293657.92"
"2013-09-26","137.1","137.1","139","134.71","135","886908.93"
"2013-09-27","138.93","138.93","142.66","134.83","137.1","3757634.04"
"2013-09-28","142.5","142.5","143","138.02","138.93","1918884.09"
"2013-09-29","143.88","143.88","145.81","141.36","142.5","2611317.7"
"2013-09-30","141.9","141.9","145.81","138.12","143.88","2067367.69"
"2013-10-01","140.3","140.3","144.44","139.41","141.9","1344565.6"
"2013-10-02","123","123","141.93","109.7","140.3","13888930.74"
"2013-10-03","130.99","130.99","132","120.1","123","4488527.25"
"2013-10-04","136.82","136.82","139.8","128.5","130.99","2491501.84"
"2013-10-05","136.7","136.7","138","135.3","136.82","679668.79"
"2013-10-06","137.8","137.8","138","134.1","136.7","665512.24"
"2013-10-07","135.8","135.8","139","135.12","137.8","1006277.91"
"2013-10-08","136.49","136.49","137.78","135.65","135.8","707471.17"
"2013-10-09","139.5","139.5","142.1","135.8","136.49","2431349.34"
"2013-10-10","140.41","140.41","141.69","138.51","139.5","1551392.78"
"2013-10-11","140.1","140.1","141.85","138.87","140.41","1013106.32"
"2013-10-12","142.89","142.89","143.05","139.39","140.1","1559472.71"
"2013-10-13","147.53","147.53","147.65","141.5","142.89","2342049.46"
"2013-10-14","151.37","151.37","153.69","146.03","147.53","4512823.6"
"2013-10-15","158.09","158.09","158.1","150.62","151.37","2416464.87"
"2013-10-16","152.82","152.82","162.99","144.2","158.09","6636228.59"
"2013-10-17","157.59","157.59","159.94","150.75","152.82","2470394.92"
"2013-10-18","168.28","168.28","168.29","156.49","157.59","4225505.93"
"2013-10-19","183.15","183.15","195.8","167.08","168.28","10000685.93"
"2013-10-20","186.1","186.1","186.1","177.24","183.15","2087108.13"
"2013-10-21","192.78","192.78","197.37","183.18","186.1","4613540.34"
"2013-10-22","202.99","202.99","205.5","192.79","192.78","6761835.59"
"2013-10-23","227.97","227.97","227.98","200.7","202.99","8526441.87"
"2013-10-24","206.98","206.98","233.38","175.3","227.97","19649229.29"
"2013-10-25","197.88","197.88","208.97","176.6","206.98","6934330.09"
"2013-10-26","188.56","188.56","198.41","186.99","197.88","2322934.87"
"2013-10-27","206.91","206.91","207.81","188.95","188.56","2633454.44"
"2013-10-28","206.9","206.9","209.79","200.42","206.91","2287257.98"
"2013-10-29","216","216","216.5","204.2","206.9","2119311.77"
"2013-10-30","208","208","216.49","203.99","216","2853902.33"
"2013-10-31","211.17","211.17","214.99","205.43","208","1121246.74"
"2013-11-01","213.43","213.43","214.95","209.71","211.17","1251780.71"
"2013-11-02","211.69","211.69","214.86","211","213.43","1041300.28"
"2013-11-03","224","224","226.95","212.1","211.69","2694954.86"
"2013-11-04","238.16","238.16","238.98","221.95","224","4167915.27"
"2013-11-05","251.3","251.3","258.87","229","238.16","11094612.74"
"2013-11-06","264.1","264.1","272.52","251.41","251.3","10223786.59"
"2013-11-07","309.65","309.65","324.21","263.6","264.1","25582885.97"
"2013-11-08","355","355","358","308.01","309.65","15072022.33"
"2013-11-09","367.79","367.79","394.99","339.99","355","18427776.08"
"2013-11-10","336.32","336.32","372.52","289.96","367.79","24225281.95"
"2013-11-11","362.98","362.98","375.99","321.41","336.32","6330618.38"
"2013-11-12","380.04","380.04","391.79","358.97","362.98","8309810.54"
"2013-11-13","434.85","434.85","444.97","372.17","380.04","14780190.21"
"2013-11-14","433.4","433.4","447.49","402.54","434.85","13453174.7"
"2013-11-15","433.92","433.92","457.92","412.97","433.4","12273745.93"
"2013-11-16","461.96","461.96","476.94","427.98","433.92","8737836.16"
"2013-11-17","528.3","528.3","536.75","456.98","461.96","13340495.56"
"2013-11-18","785.43","785.43","787.93","521.98","528.3","45461600.44"
"2013-11-19","645.69","645.69","900.92","502.61","785.43","69095497.89"
"2013-11-20","637.97","637.97","649.99","453.29","645.69","50748177.23"
"2013-11-21","764.91","764.91","784.32","595.19","637.97","27128283.04"
"2013-11-22","802","802","821.99","682.28","764.91","22686962.77"
"2013-11-23","832.5","832.5","890.03","799.54","802","17908081.43"
"2013-11-24","795.01","795.01","854.99","745.21","832.5","20776035.16"
"2013-11-25","829.99","829.99","849.99","758.95","795.01","21438670.96"
"2013-11-26","969.96","969.96","974.96","825.08","829.99","28285852.13"
"2013-11-27","1079.89","1079.89","1094.78","914.27","969.96","37868643.04"
"2013-11-28","1101.38","1101.38","1224.48","1032.06","1079.89","42912383.44"
"2013-11-29","1206.93","1206.93","1241.92","1049.96","1101.38","45030632.96"
"2013-11-30","1205.66","1205.66","1232.94","1150.16","1206.93","18266602.22"
"2013-12-01","1004.39","1004.39","1216.84","840.27","1205.66","83244488.59"
"2013-12-02","1096.56","1096.56","1117.73","974.97","1004.39","39234863.12"
"2013-12-03","1154.86","1154.86","1185.63","1064.91","1096.56","21865760.51"
"2013-12-04","1237.55","1237.55","1239.7","1131.35","1154.86","19409766.71"
"2013-12-05","1106.35","1106.35","1239.86","869.99","1237.55","62292919.16"
"2013-12-06","845.02","845.02","1118.93","800.07","1106.35","50747162.61"
"2013-12-07","697.02","697.02","895.96","576.03","845.02","70727083.16"
"2013-12-08","803.96","803.96","828.96","653.03","697.02","23044397.34"
"2013-12-09","918.95","918.95","980.03","787.73","803.96","24553208.51"
"2013-12-10","1033.72","1033.72","1067.7","911.96","918.95","21734994.03"
"2013-12-11","919.93","919.93","1056.76","856.06","1033.72","23051224.54"
"2013-12-12","899.98","899.98","940.98","839.51","919.93","8798283.62"
"2013-12-13","936.77","936.77","989.89","882.11","899.98","16173632.88"
"2013-12-14","908.94","908.94","947.93","875.11","936.77","10532106.73"
"2013-12-15","919.88","919.88","927.9","837.98","908.94","13302074.9"
"2013-12-16","759.92","759.92","924.94","714.03","919.88","32899151.97"
"2013-12-17","714.97","714.97","779.96","678.88","759.92","22933905.57"
"2013-12-18","540.98","540.98","716.99","454.86","714.97","62529030.46"
"2013-12-19","731.95","731.95","745.96","522.44","540.98","29980041.32"
"2013-12-20","649.96","649.96","774.39","621.25","731.95","24291048.02"
"2013-12-21","640.48","640.48","690","610","649.96","9550420.56"
"2013-12-22","639.49","639.49","699.91","614.95","640.48","7693603.71"
"2013-12-23","713.24","713.24","724.92","631.01","639.49","10210388.76"
"2013-12-24","702.75","702.75","729.94","665.98","713.24","7647250.76"
"2013-12-25","707.25","707.25","709.95","673.93","702.75","3721814.74"
"2013-12-26","801.98","801.98","829.63","707.21","707.25","18209291.31"
"2013-12-27","803.05","803.05","836.83","767.87","801.98","11073604.45"
"2013-12-28","761.99","761.99","805.97","715.6","803.05","10127883.44"
"2013-12-29","784.96","784.96","803.95","734.98","761.99","5448579.59"
"2013-12-30","804.83","804.83","818.83","780.96","784.96","8411786.62"
"2013-12-31","805.94","805.94","813.94","776.96","804.83","7294004.88"
"2014-01-01","815.94","815.94","829.93","770.97","805.94","8663855.98"
"2014-01-02","856.91","856.91","886.21","810.47","815.94","10826907.96"
"2014-01-03","884.26","884.26","888.23","839.44","856.91","8409629.11"
"2014-01-04","924.69","924.69","932.16","848.32","884.26","12784626.88"
"2014-01-05","1014.74","1014.74","1029.86","911.36","924.69","20789364.52"
"2014-01-06","1012.65","1012.65","1093.44","964.74","1014.74","23622237.65"
"2014-01-07","879.9","879.9","1043.98","879.85","1012.65","21753921.59"
"2014-01-08","938.84","938.84","966.9","858.9","879.9","12942254.98"
"2014-01-09","936.95","936.95","964.64","866.55","938.84","13202619.46"
"2014-01-10","957.76","957.76","964.84","905.88","936.95","5909107.79"
"2014-01-11","1005.32","1005.32","1010.84","935","957.76","10948175.25"
"2014-01-12","939.79","939.79","1022.67","922.07","1005.32","9620090.09"
"2014-01-13","922.91","922.91","949.24","879.94","939.79","9220891.88"
"2014-01-14","919.28","919.28","942.47","904.19","922.91","3960633.47"
"2014-01-15","941.22","941.22","973.09","915.06","919.28","6448062.43"
"2014-01-16","913.49","913.49","955.53","910.5","941.22","4720008.07"
"2014-01-17","894.16","894.16","929.75","867.22","913.49","9203107.31"
"2014-01-18","905.72","905.72","924.74","884.74","894.16","5493742.6"
"2014-01-19","954.8","954.8","958.07","901.88","905.72","7071649.38"
"2014-01-20","955.95","955.95","980.54","925.96","954.8","9981282.97"
"2014-01-21","962.21","962.21","974.25","943.18","955.95","6289022.19"
"2014-01-22","950.95","950.95","973.94","934.95","962.21","4503428.34"
"2014-01-23","944.16","944.16","958.06","936.27","950.95","1839615.29"
"2014-01-24","916.55","916.55","949.52","902.89","944.16","5684047.02"
"2014-01-25","961.05","961.05","978.41","915.86","916.55","7797108.54"
"2014-01-26","1007","1007","1038.06","950.66","961.05","13054605.53"
"2014-01-27","943.54","943.54","1021.45","937.23","1007","8052715.48"
"2014-01-28","932.68","932.68","972.61","911.65","943.54","9757613.92"
"2014-01-29","925.67","925.67","950.56","918.86","932.68","5254878.58"
"2014-01-30","941.39","941.39","953.24","909.46","925.67","5026461.81"
"2014-01-31","938.85","938.85","954.71","924.59","941.39","4024749.63"
"2014-02-01","940.42","940.42","969.19","927.8","938.85","4118865.67"
"2014-02-02","953.31","953.31","959.38","934.41","940.42","1495327.62"
"2014-02-03","931.71","931.71","959.58","931.67","953.31","2601784.11"
"2014-02-04","926.64","926.64","949.1","900.76","931.71","4250751.67"
"2014-02-05","904.52","904.52","939.75","890.05","926.64","6865987.27"
"2014-02-06","828.87","828.87","908.77","800.93","904.52","15719958.05"
"2014-02-07","695.65","695.65","833.07","651.73","828.87","36412212.3"
"2014-02-08","648.78","648.78","719.26","632.08","695.65","15503790.63"
"2014-02-09","659.57","659.57","694.12","622.53","648.78","13186251.81"
"2014-02-10","582.63","582.63","700.04","500.04","659.57","24334044.2"
"2014-02-11","578.96","578.96","609.71","550.22","582.63","9621820.7"
"2014-02-12","531.13","531.13","585.12","511.9","578.96","11628634.59"
"2014-02-13","451.44","451.44","549.2","451.33","531.13","14394464.14"
"2014-02-14","427.68","427.68","500.03","302.18","451.44","25084223.33"
"2014-02-15","371.07","371.07","447.94","310.08","427.68","18299075.74"
"2014-02-16","299.8","299.8","540.03","220.37","371.07","26267622.78"
"2014-02-17","272.28","272.28","411.21","263.36","299.8","16532226.28"
"2014-02-18","293.95","293.95","370.12","248.31","272.28","14130126.78"
"2014-02-19","261.53","261.53","308.63","257.24","293.95","8618299.81"
"2014-02-20","111.92","111.92","271.61","109.22","261.53","16608347.18"
"2014-02-21","111.56","111.56","160.15","91.66","111.92","10115923.16"
"2014-02-22","255.59","255.59","290.59","96.72","111.56","11838225.02"
"2014-02-23","310.17","310.17","349.15","220.31","255.59","11158706.83"
"2014-02-24","174","174","316.88","131.85","310.17","17929284.9"
"2014-02-25","135.78","135.78","174.64","102.33","174","3993023.8"
"2014-02-26","593.14","593.14","650","522.84","135.78","383571.24"
"2014-02-27","596.49","596.49","629.9","580.5","593.14","322887.36"
"2014-02-28","573.94","573.94","599","570","596.49","321170.16"
"2014-03-01","557.39","557.39","564.07","262.77","573.94","250331.34"
"2014-03-02","544.56","544.56","562.93","541.54","557.39","469498.62"
"2014-03-03","662.18","662.18","695.44","545.42","544.56","794976.61"
"2014-03-04","661.85","661.85","686.22","645.16","662.18","947328.84"
"2014-03-05","658.3","658.3","665.97","636.77","661.85","855787.67"
"2014-03-06","648.26","648.26","661.83","636.22","658.3","1367401.19"
"2014-03-07","616.73","616.73","655.2","600.31","648.26","1498290.21"
"2014-03-08","609.21","609.21","625.68","588.58","616.73","1335982.88"
"2014-03-09","627.05","627.05","637.6","598.51","609.21","1209993.27"
"2014-03-10","612.97","612.97","633.68","594.7","627.05","1648979.94"
"2014-03-11","608.69","608.69","619.7","599.92","612.97","1520733.14"
"2014-03-12","619.43","619.43","640.79","608.2","608.69","2022394.16"
"2014-03-13","625.04","625.04","636.13","616.06","619.43","2168407.82"
"2014-03-14","614.03","614.03","631.23","610.61","625.04","2514218.73"
"2014-03-15","624.03","624.03","628.83","609.18","614.03","2168732.02"
"2014-03-16","619.14","619.14","627.28","613.17","624.03","2055390.73"
"2014-03-17","606.38","606.38","622.49","602.74","619.14","2227123.89"
"2014-03-18","598.93","598.93","611.72","585.66","606.38","2234320.09"
"2014-03-19","594.96","594.96","607.08","590.14","598.93","2164735.67"
